year,state_abbr,state,county,fips,category,measure_id,measure,short_question_text,prevalence,lower_ci,upper_ci,total_population,adult_population,relative_ci_width
2022,OH,Ohio,Clinton,39027,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,29.3,24.9,33.9,41964,32647,0.30716723549488056
2022,OH,Ohio,Clinton,39027,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73.9,65.7,80.8,41964,32647,0.2043301759133964
2022,OH,Ohio,Clinton,39027,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.5,20.4,24.6,41964,32647,0.1866666666666668
2022,OH,Ohio,Clinton,39027,Health Outcomes,OBESITY,Obesity among adults,Obesity,41.6,34.2,49.3,41964,32647,0.3629807692307691
2022,OH,Ohio,Columbiana,39029,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10.3,9.2,11.5,100511,80353,0.22330097087378648
2021,OH,Ohio,Columbiana,39029,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.3,29.7,37.2,100511,80353,0.22522522522522534
2022,OH,Ohio,Columbiana,39029,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.8,73.1,80.2,100511,80353,0.09244791666666678
2022,OH,Ohio,Columbiana,39029,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,23.3,20.7,25.8,100511,80353,0.21888412017167388
2022,OH,Ohio,Columbiana,39029,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.1,23.5,30.8,100511,80353,0.2693726937269373
2022,OH,Ohio,Columbiana,39029,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.2,10.6,13.8,100511,80353,0.26229508196721324
2022,OH,Ohio,Columbiana,39029,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.8,11.4,14.4,100511,80353,0.234375
2022,OH,Ohio,Columbiana,39029,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.5,7.7,9.4,100511,80353,0.2
2022,OH,Ohio,Columbiana,39029,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,28.5,24.5,32.6,100511,80353,0.2842105263157895
2022,OH,Ohio,Columbiana,39029,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,72.2,64.6,78.9,100511,80353,0.198060941828255
2022,OH,Ohio,Columbiana,39029,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.2,20.2,24.2,100511,80353,0.1801801801801802
2022,OH,Ohio,Columbiana,39029,Health Outcomes,OBESITY,Obesity among adults,Obesity,47,40.6,53.2,100511,80353,0.2680851063829788
2022,OH,Ohio,Coshocton,39031,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,9.8,8.7,11,36571,27883,0.23469387755102047
2021,OH,Ohio,Coshocton,39031,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.4,29.7,37.4,36571,27883,0.2305389221556886
2022,OH,Ohio,Coshocton,39031,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,74.5,70.4,78.1,36571,27883,0.10335570469798643
2022,OH,Ohio,Coshocton,39031,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.5,19,23.9,36571,27883,0.22790697674418597
2022,OH,Ohio,Coshocton,39031,Health Outcomes,DEPRESSION,Depression among adults,Depression,28.3,24.5,32.2,36571,27883,0.27208480565371035
2022,OH,Ohio,Coshocton,39031,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.4,10.8,14,36571,27883,0.2580645161290322
2022,OH,Ohio,Coshocton,39031,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,13.8,12.2,15.3,36571,27883,0.22463768115942037
2022,OH,Ohio,Coshocton,39031,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.2,8.3,10.1,36571,27883,0.19565217391304338
2022,OH,Ohio,Coshocton,39031,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.4,23.5,31.3,36571,27883,0.28467153284671537
2022,OH,Ohio,Coshocton,39031,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.4,61.9,77.5,36571,27883,0.2215909090909091
2022,OH,Ohio,Coshocton,39031,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.8,19.8,23.8,36571,27883,0.18348623853211007
2022,OH,Ohio,Coshocton,39031,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.5,34,46.7,36571,27883,0.31358024691358033
2022,OH,Ohio,Crawford,39033,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,9,8.1,10.1,41522,32608,0.2222222222222222
2021,OH,Ohio,Crawford,39033,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.4,29.6,37.3,41522,32608,0.2305389221556885
2022,OH,Ohio,Crawford,39033,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.4,71.4,79.1,41522,32608,0.1021220159151192
2022,OH,Ohio,Crawford,39033,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,23.6,20.9,26.3,41522,32608,0.22881355932203398
2022,OH,Ohio,Crawford,39033,Health Outcomes,DEPRESSION,Depression among adults,Depression,28,24.2,32.1,41522,32608,0.2821428571428572
2022,OH,Ohio,Crawford,39033,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.4,10.7,14.1,41522,32608,0.2741935483870968
2022,OH,Ohio,Crawford,39033,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,14.1,12.5,15.8,41522,32608,0.23404255319148942
2022,OH,Ohio,Crawford,39033,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.1,8.2,10.1,41522,32608,0.20879120879120883
2022,OH,Ohio,Crawford,39033,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,29.3,25.1,33.9,41522,32608,0.30034129692832756
2022,OH,Ohio,Crawford,39033,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,65.8,56.8,73.7,41522,32608,0.25683890577507607
2022,OH,Ohio,Crawford,39033,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.4,20.4,24.6,41522,32608,0.18750000000000014
2022,OH,Ohio,Crawford,39033,Health Outcomes,OBESITY,Obesity among adults,Obesity,44,37.1,51.3,41522,32608,0.32272727272727264
2022,OH,Ohio,Cuyahoga,39035,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.3,6.5,8.1,1236041,985264,0.21917808219178078
2021,OH,Ohio,Cuyahoga,39035,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.5,29.8,35.2,1236041,985264,0.1661538461538462
2022,OH,Ohio,Cuyahoga,39035,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,78,75.4,80.4,1236041,985264,0.0641025641025641
2022,OH,Ohio,Cuyahoga,39035,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,17.7,16.1,19.5,1236041,985264,0.1920903954802259
2022,OH,Ohio,Cuyahoga,39035,Health Outcomes,DEPRESSION,Depression among adults,Depression,24.2,21.9,26.7,1236041,985264,0.19834710743801656
2022,OH,Ohio,Cuyahoga,39035,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.1,10,12.4,1236041,985264,0.21621621621621626
2022,OH,Ohio,Cuyahoga,39035,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,19.6,17.9,21.4,1236041,985264,0.17857142857142855
2022,OH,Ohio,Cuyahoga,39035,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,11.8,10.9,12.9,1236041,985264,0.1694915254237288
2022,OH,Ohio,Cuyahoga,39035,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,22.7,20.4,25.2,1236041,985264,0.2114537444933921
2022,OH,Ohio,Cuyahoga,39035,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,78.2,73,82.7,1236041,985264,0.12404092071611256
2022,OH,Ohio,Cuyahoga,39035,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,18.9,17.4,20.5,1236041,985264,0.1640211640211641
2022,OH,Ohio,Cuyahoga,39035,Health Outcomes,OBESITY,Obesity among adults,Obesity,37.8,34.3,41.4,1236041,985264,0.18783068783068788
2022,OH,Ohio,Darke,39037,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.2,7.3,9.2,51529,39444,0.2317073170731707
2021,OH,Ohio,Darke,39037,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.9,29.9,38.1,51529,39444,0.24188790560471987
2022,OH,Ohio,Darke,39037,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76,72.3,79.5,51529,39444,0.09473684210526319
2022,OH,Ohio,Darke,39037,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.5,19.2,23.9,51529,39444,0.21860465116279065
2022,OH,Ohio,Darke,39037,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.7,23.2,30.5,51529,39444,0.2734082397003746
2022,OH,Ohio,Darke,39037,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.7,10.3,13.4,51529,39444,0.26495726495726496
2022,OH,Ohio,Darke,39037,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,16.6,14.8,18.5,51529,39444,0.22289156626506018
2022,OH,Ohio,Darke,39037,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.5,9.5,11.5,51529,39444,0.19047619047619047
2022,OH,Ohio,Darke,39037,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,26.7,22.9,30.8,51529,39444,0.2958801498127342
2022,OH,Ohio,Darke,39037,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.2,69,82.5,51529,39444,0.17716535433070865
2022,OH,Ohio,Darke,39037,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.2,19.3,23.2,51529,39444,0.18396226415094333
2022,OH,Ohio,Darke,39037,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.1,33.5,46.9,51529,39444,0.33416458852867825
2022,OH,Ohio,Defiance,39039,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,9.5,8.4,10.6,38187,29606,0.23157894736842097
2021,OH,Ohio,Defiance,39039,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.1,28.1,36.2,38187,29606,0.25233644859813087
2022,OH,Ohio,Defiance,39039,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.6,71.5,79.3,38187,29606,0.10317460317460314
2022,OH,Ohio,Defiance,39039,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,18.4,16.2,20.6,38187,29606,0.23913043478260884
2022,OH,Ohio,Defiance,39039,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.7,22.9,30.5,38187,29606,0.2846441947565544
2022,OH,Ohio,Defiance,39039,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.2,9.8,12.8,38187,29606,0.26785714285714285
2022,OH,Ohio,Defiance,39039,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.6,11.2,14.2,38187,29606,0.2380952380952381
2022,OH,Ohio,Defiance,39039,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.5,7.7,9.4,38187,29606,0.2
2022,OH,Ohio,Defiance,39039,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,25.4,21.5,29.5,38187,29606,0.31496062992125984
2022,OH,Ohio,Defiance,39039,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,75.7,68.2,82.3,38187,29606,0.18626155878467626
2022,OH,Ohio,Defiance,39039,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,19.7,17.8,21.6,38187,29606,0.19289340101522848
2022,OH,Ohio,Defiance,39039,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.2,34.7,49.8,38187,29606,0.35781990521327
2022,OH,Ohio,Delaware,39041,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,4.5,4,5,226296,170900,0.2222222222222222
2021,OH,Ohio,Delaware,39041,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,28.8,25.8,31.7,226296,170900,0.20486111111111105
2022,OH,Ohio,Delaware,39041,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.5,73.5,79.3,226296,170900,0.07581699346405225
2022,OH,Ohio,Delaware,39041,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,12.3,10.9,13.8,226296,170900,0.23577235772357724
2022,OH,Ohio,Delaware,39041,Health Outcomes,DEPRESSION,Depression among adults,Depression,21.3,18.9,23.9,226296,170900,0.2347417840375587
2022,OH,Ohio,Delaware,39041,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,8.9,7.9,10.1,226296,170900,0.24719101123595497
2022,OH,Ohio,Delaware,39041,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,5.9,5.2,6.6,226296,170900,0.23728813559322023
2022,OH,Ohio,Delaware,39041,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,4.6,4.2,5.1,226296,170900,0.19565217391304338
2022,OH,Ohio,Delaware,39041,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,17.7,15.4,20.1,226296,170900,0.26553672316384186
2022,OH,Ohio,Delaware,39041,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,83.5,78.7,87.5,226296,170900,0.1053892215568862
2022,OH,Ohio,Delaware,39041,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,16.7,15.2,18.2,226296,170900,0.17964071856287425
2022,OH,Ohio,Delaware,39041,Health Outcomes,OBESITY,Obesity among adults,Obesity,32.2,28.5,36.2,226296,170900,0.23913043478260876
2022,OH,Ohio,Erie,39043,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.6,6.8,8.6,74501,59951,0.23684210526315788
2021,OH,Ohio,Erie,39043,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,31.4,28.1,35.1,74501,59951,0.2229299363057325
2022,OH,Ohio,Erie,39043,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,78.3,74.9,81.5,74501,59951,0.08429118773946354
2022,OH,Ohio,Erie,39043,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,15.6,13.8,17.4,74501,59951,0.23076923076923064
2022,OH,Ohio,Erie,39043,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.9,22.7,29.5,74501,59951,0.2625482625482626
2022,OH,Ohio,Erie,39043,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.5,9.3,11.9,74501,59951,0.24761904761904757
2022,OH,Ohio,Erie,39043,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,11.4,10.1,12.8,74501,59951,0.236842105263158
2022,OH,Ohio,Erie,39043,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,7.9,7.2,8.8,74501,59951,0.2025316455696203
2022,OH,Ohio,Erie,39043,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,24.2,21,27.6,74501,59951,0.2727272727272728
2022,OH,Ohio,Erie,39043,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,79.7,73.7,85,74501,59951,0.1417816813048933
2022,OH,Ohio,Erie,39043,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,17.7,16.1,19.4,74501,59951,0.18644067796610153
2022,OH,Ohio,Erie,39043,Health Outcomes,OBESITY,Obesity among adults,Obesity,36.7,31.4,42.3,74501,59951,0.29700272479564027
2022,OH,Ohio,Fairfield,39045,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,6.3,5.6,7.1,162898,124397,0.2380952380952381
2021,OH,Ohio,Fairfield,39045,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.5,28.7,36.4,162898,124397,0.2369230769230769
2022,OH,Ohio,Fairfield,39045,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.3,72.6,79.7,162898,124397,0.09305373525557023
2022,OH,Ohio,Fairfield,39045,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.1,18.9,23.5,162898,124397,0.21800947867298584
2022,OH,Ohio,Fairfield,39045,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.9,23.4,30.5,162898,124397,0.2639405204460967
2022,OH,Ohio,Fairfield,39045,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.4,10,12.9,162898,124397,0.2543859649122807
2022,OH,Ohio,Fairfield,39045,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,11.3,10,12.6,162898,124397,0.23008849557522118
2022,OH,Ohio,Fairfield,39045,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,7.8,7.1,8.6,162898,124397,0.19230769230769232
2022,OH,Ohio,Fairfield,39045,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.8,24,31.7,162898,124397,0.276978417266187
2022,OH,Ohio,Fairfield,39045,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.7,63.1,77.6,162898,124397,0.20509193776520498
2022,OH,Ohio,Fairfield,39045,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.6,18.8,22.5,162898,124397,0.17961165048543684
2022,OH,Ohio,Fairfield,39045,Health Outcomes,OBESITY,Obesity among adults,Obesity,39,33,45.1,162898,124397,0.3102564102564103
2022,OH,Ohio,Fayette,39047,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10.9,9.6,12.3,28839,22120,0.24770642201834872
2021,OH,Ohio,Fayette,39047,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,34.7,31,38.8,28839,22120,0.22478386167146963
2022,OH,Ohio,Fayette,39047,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76,71.7,79.7,28839,22120,0.10526315789473684
2022,OH,Ohio,Fayette,39047,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,23.4,20.7,26.1,28839,22120,0.23076923076923087
2022,OH,Ohio,Fayette,39047,Health Outcomes,DEPRESSION,Depression among adults,Depression,29.3,25.1,33.3,28839,22120,0.2798634812286688
2022,OH,Ohio,Fayette,39047,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,13,11.3,14.8,28839,22120,0.2692307692307692
2022,OH,Ohio,Fayette,39047,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,16.9,15.1,18.8,28839,22120,0.21893491124260364
2022,OH,Ohio,Fayette,39047,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.5,9.5,11.5,28839,22120,0.19047619047619047
2022,OH,Ohio,Fayette,39047,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,30.2,25.7,34.5,28839,22120,0.29139072847682124
2022,OH,Ohio,Fayette,39047,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.2,61.2,77.8,28839,22120,0.23646723646723639
2022,OH,Ohio,Fayette,39047,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.7,20.6,24.8,28839,22120,0.18502202643171803
2022,OH,Ohio,Fayette,39047,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.6,33.5,47.6,28839,22120,0.3472906403940887
2022,OH,Ohio,Franklin,39049,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.3,7.4,9.2,1321820,1018815,0.21686746987951794
2021,OH,Ohio,Franklin,39049,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,31.2,28.4,33.7,1321820,1018815,0.16987179487179502
2022,OH,Ohio,Franklin,39049,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.8,74.2,79.1,1321820,1018815,0.06380208333333323
2022,OH,Ohio,Franklin,39049,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,14.6,13.1,16.1,1321820,1018815,0.20547945205479465
2022,OH,Ohio,Franklin,39049,Health Outcomes,DEPRESSION,Depression among adults,Depression,24.1,21.8,26.4,1321820,1018815,0.19087136929460571
2022,OH,Ohio,Franklin,39049,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.8,10.6,13,1321820,1018815,0.2033898305084746
2022,OH,Ohio,Franklin,39049,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.7,11.5,14.1,1321820,1018815,0.2047244094488189
2022,OH,Ohio,Franklin,39049,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.5,7.7,9.3,1321820,1018815,0.1882352941176471
2022,OH,Ohio,Franklin,39049,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,23.3,20.9,25.6,1321820,1018815,0.201716738197425
2022,OH,Ohio,Franklin,39049,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,77.8,72.6,82.4,1321820,1018815,0.1259640102827765
2022,OH,Ohio,Franklin,39049,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,17.8,16.2,19.2,1321820,1018815,0.16853932584269662
2022,OH,Ohio,Franklin,39049,Health Outcomes,OBESITY,Obesity among adults,Obesity,36.1,32.8,39.4,1321820,1018815,0.18282548476454297
2022,OH,Ohio,Fulton,39051,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8,7.1,9.1,42171,32496,0.25
2021,OH,Ohio,Fulton,39051,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,31,27.3,34.9,42171,32496,0.24516129032258058
2022,OH,Ohio,Fulton,39051,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.5,71.2,79.5,42171,32496,0.10993377483443705
2022,OH,Ohio,Fulton,39051,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.2,18.7,23.9,42171,32496,0.2452830188679245
2022,OH,Ohio,Fulton,39051,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.2,23.2,31.5,42171,32496,0.30514705882352944
2022,OH,Ohio,Fulton,39051,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.5,9.9,13.1,42171,32496,0.27826086956521734
2022,OH,Ohio,Fulton,39051,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,9.8,8.7,10.9,42171,32496,0.22448979591836743
2022,OH,Ohio,Fulton,39051,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,6.9,6.3,7.6,42171,32496,0.18840579710144925
2022,OH,Ohio,Fulton,39051,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,29.1,24.6,33.8,42171,32496,0.3161512027491407
2022,OH,Ohio,Fulton,39051,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,74.3,65.8,81.4,42171,32496,0.20995962314939448
2022,OH,Ohio,Fulton,39051,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.6,18.6,22.7,42171,32496,0.19902912621359212
2022,OH,Ohio,Fulton,39051,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.4,34.8,50.3,42171,32496,0.36556603773584906
2022,OH,Ohio,Gallia,39053,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.2,7.2,9.2,29068,22281,0.24390243902439016
2021,OH,Ohio,Gallia,39053,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.9,30.3,37.9,29068,22281,0.22418879056047192
2022,OH,Ohio,Gallia,39053,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.7,73.1,79.9,29068,22281,0.0886571056062583
2022,OH,Ohio,Gallia,39053,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.9,19.6,24.2,29068,22281,0.21004566210045653
2022,OH,Ohio,Gallia,39053,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.8,23.4,30.4,29068,22281,0.26119402985074625
2022,OH,Ohio,Gallia,39053,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.7,11.1,14.2,29068,22281,0.24409448818897636
2022,OH,Ohio,Gallia,39053,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,13.8,12.3,15.4,29068,22281,0.22463768115942026
2022,OH,Ohio,Gallia,39053,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.2,8.3,10.1,29068,22281,0.19565217391304338
2022,OH,Ohio,Gallia,39053,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,30.9,27.1,35,29068,22281,0.25566343042071193
2022,OH,Ohio,Gallia,39053,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,71.1,63.3,77.7,29068,22281,0.20253164556962036
2022,OH,Ohio,Gallia,39053,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.1,19.2,23,29068,22281,0.18009478672985785
2022,OH,Ohio,Gallia,39053,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.1,34,46.3,29068,22281,0.3067331670822942
2022,OH,Ohio,Geauga,39055,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,6.4,5.6,7.2,95469,74460,0.25000000000000006
2021,OH,Ohio,Geauga,39055,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,29,25.2,32.7,95469,74460,0.25862068965517254
2022,OH,Ohio,Geauga,39055,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,74.3,70.4,78,95469,74460,0.10228802153432025
2022,OH,Ohio,Geauga,39055,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,17.8,15.8,20,95469,74460,0.23595505617977522
2022,OH,Ohio,Geauga,39055,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.4,21.9,29.2,95469,74460,0.28740157480314965
2022,OH,Ohio,Geauga,39055,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,9.9,8.6,11.5,95469,74460,0.29292929292929293
2022,OH,Ohio,Geauga,39055,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,7.1,6.2,8,95469,74460,0.2535211267605634
