year,state_abbr,state,county,fips,category,measure_id,measure,short_question_text,prevalence,lower_ci,upper_ci,total_population,adult_population,relative_ci_width
2022,OH,Ohio,Geauga,39055,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,5.6,5,6.2,95469,74460,0.21428571428571433
2022,OH,Ohio,Geauga,39055,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,20.7,17.4,24.3,95469,74460,0.3333333333333334
2022,OH,Ohio,Geauga,39055,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,79.2,72.3,84.8,95469,74460,0.15782828282828282
2022,OH,Ohio,Geauga,39055,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,18.4,16.7,20.2,95469,74460,0.19021739130434784
2022,OH,Ohio,Geauga,39055,Health Outcomes,OBESITY,Obesity among adults,Obesity,36.3,30,42.9,95469,74460,0.35537190082644626
2022,OH,Ohio,Greene,39057,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,6.1,5.4,6.9,168456,133968,0.24590163934426232
2021,OH,Ohio,Greene,39057,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,30.2,26.8,33.9,168456,133968,0.2350993377483443
2022,OH,Ohio,Greene,39057,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,78.7,75.4,82,168456,133968,0.08386277001270641
2022,OH,Ohio,Greene,39057,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,15.2,13.4,17.2,168456,133968,0.24999999999999994
2022,OH,Ohio,Greene,39057,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.6,23.3,30.3,168456,133968,0.2631578947368421
2022,OH,Ohio,Greene,39057,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.7,9.4,12.2,168456,133968,0.2616822429906541
2022,OH,Ohio,Greene,39057,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,9.5,8.5,10.7,168456,133968,0.23157894736842097
2022,OH,Ohio,Greene,39057,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,6.8,6.1,7.5,168456,133968,0.20588235294117652
2022,OH,Ohio,Greene,39057,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,22,19,25.5,168456,133968,0.29545454545454547
2022,OH,Ohio,Greene,39057,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.7,70.2,82.8,168456,133968,0.16427640156453707
2022,OH,Ohio,Greene,39057,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,18.7,16.9,20.6,168456,133968,0.19786096256684507
2022,OH,Ohio,Greene,39057,Health Outcomes,OBESITY,Obesity among adults,Obesity,39.2,34,45.1,168456,133968,0.28316326530612246
2022,OH,Ohio,Guernsey,39059,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,11.2,9.9,12.5,38098,29746,0.23214285714285712
2021,OH,Ohio,Guernsey,39059,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,35.2,31.3,39,38098,29746,0.21874999999999997
2022,OH,Ohio,Guernsey,39059,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77.2,73.5,80.5,38098,29746,0.09067357512953368
2022,OH,Ohio,Guernsey,39059,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,24.4,21.7,27,38098,29746,0.2172131147540984
2022,OH,Ohio,Guernsey,39059,Health Outcomes,DEPRESSION,Depression among adults,Depression,30.5,26.6,34.3,38098,29746,0.2524590163934425
2022,OH,Ohio,Guernsey,39059,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.3,10.7,13.9,38098,29746,0.26016260162601634
2022,OH,Ohio,Guernsey,39059,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.6,13.9,17.4,38098,29746,0.22435897435897426
2022,OH,Ohio,Guernsey,39059,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.1,9.2,11.2,38098,29746,0.19801980198019803
2022,OH,Ohio,Guernsey,39059,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,30.3,26.2,34.4,38098,29746,0.27062706270627057
2022,OH,Ohio,Guernsey,39059,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,74.4,66.9,80.9,38098,29746,0.1881720430107527
2022,OH,Ohio,Guernsey,39059,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22.8,20.7,24.8,38098,29746,0.17982456140350883
2022,OH,Ohio,Guernsey,39059,Health Outcomes,OBESITY,Obesity among adults,Obesity,41.5,35.2,47.6,38098,29746,0.2987951807228915
2022,OH,Ohio,Hamilton,39061,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.8,6.9,8.8,825037,638597,0.24358974358974364
2021,OH,Ohio,Hamilton,39061,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,34,31.2,36.8,825037,638597,0.16470588235294112
2022,OH,Ohio,Hamilton,39061,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77.7,74.8,80.4,825037,638597,0.07207207207207218
2022,OH,Ohio,Hamilton,39061,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,18.4,16.5,20.4,825037,638597,0.21195652173913038
2022,OH,Ohio,Hamilton,39061,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.6,23.8,29.5,825037,638597,0.21428571428571425
2022,OH,Ohio,Hamilton,39061,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.9,11.5,14.4,825037,638597,0.2248062015503876
2022,OH,Ohio,Hamilton,39061,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.3,13.7,17,825037,638597,0.21568627450980396
2022,OH,Ohio,Hamilton,39061,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.9,9,10.9,825037,638597,0.19191919191919196
2022,OH,Ohio,Hamilton,39061,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,26.5,23.6,29.5,825037,638597,0.22264150943396221
2022,OH,Ohio,Hamilton,39061,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,78.6,73,83.4,825037,638597,0.1323155216284988
2022,OH,Ohio,Hamilton,39061,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.1,18.4,21.9,825037,638597,0.17412935323383083
2022,OH,Ohio,Hamilton,39061,Health Outcomes,OBESITY,Obesity among adults,Obesity,38.6,34.5,42.8,825037,638597,0.21502590673575123
2022,OH,Ohio,Hancock,39063,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.2,6.4,8.1,74861,58728,0.236111111111111
2021,OH,Ohio,Hancock,39063,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,30.9,27.7,34.4,74861,58728,0.21682847896440127
2022,OH,Ohio,Hancock,39063,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76,72.5,79.5,74861,58728,0.09210526315789473
2022,OH,Ohio,Hancock,39063,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,16.7,15,18.8,74861,58728,0.22754491017964076
2022,OH,Ohio,Hancock,39063,Health Outcomes,DEPRESSION,Depression among adults,Depression,26.5,23.3,30.3,74861,58728,0.2641509433962264
2022,OH,Ohio,Hancock,39063,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.9,9.6,12.5,74861,58728,0.26605504587155965
2022,OH,Ohio,Hancock,39063,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,11.1,9.9,12.5,74861,58728,0.2342342342342342
2022,OH,Ohio,Hancock,39063,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,7.6,6.9,8.4,74861,58728,0.19736842105263158
2022,OH,Ohio,Hancock,39063,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,23.2,20.2,26.7,74861,58728,0.2801724137931035
2022,OH,Ohio,Hancock,39063,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,76.6,70.1,82.7,74861,58728,0.16449086161879908
2022,OH,Ohio,Hancock,39063,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,18.5,16.8,20.4,74861,58728,0.19459459459459447
2022,OH,Ohio,Hancock,39063,Health Outcomes,OBESITY,Obesity among adults,Obesity,37,31.9,42.8,74861,58728,0.2945945945945946
2022,OH,Ohio,Hardin,39065,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.4,7.5,9.5,30416,23363,0.23809523809523808
2021,OH,Ohio,Hardin,39065,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.6,29.9,37.7,30416,23363,0.23214285714285726
2022,OH,Ohio,Hardin,39065,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,74,70,77.8,30416,23363,0.10540540540540537
2022,OH,Ohio,Hardin,39065,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,26.4,23.7,29.4,30416,23363,0.21590909090909088
2022,OH,Ohio,Hardin,39065,Health Outcomes,DEPRESSION,Depression among adults,Depression,29.6,25.8,33.8,30416,23363,0.2702702702702701
2022,OH,Ohio,Hardin,39065,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.9,11.3,14.6,30416,23363,0.255813953488372
2022,OH,Ohio,Hardin,39065,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.5,11.1,14.1,30416,23363,0.24
2022,OH,Ohio,Hardin,39065,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.1,7.3,9,30416,23363,0.2098765432098766
2022,OH,Ohio,Hardin,39065,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,31.6,27.3,36.3,30416,23363,0.28481012658227833
2022,OH,Ohio,Hardin,39065,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,72.1,63.9,79.3,30416,23363,0.21359223300970873
2022,OH,Ohio,Hardin,39065,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23.5,21.5,25.7,30416,23363,0.17872340425531913
2022,OH,Ohio,Hardin,39065,Health Outcomes,OBESITY,Obesity among adults,Obesity,45.3,38.4,52.5,30416,23363,0.3112582781456954
2022,OH,Ohio,Harrison,39067,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,9.4,8.3,10.5,14378,11389,0.23404255319148928
2021,OH,Ohio,Harrison,39067,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,34.4,30.6,38.6,14378,11389,0.23255813953488372
2022,OH,Ohio,Harrison,39067,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.5,71.4,79.3,14378,11389,0.10463576158940387
2022,OH,Ohio,Harrison,39067,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.4,18.9,24,14378,11389,0.23831775700934588
2022,OH,Ohio,Harrison,39067,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.7,23.8,31.8,14378,11389,0.2888086642599278
2022,OH,Ohio,Harrison,39067,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.6,10.1,13.2,14378,11389,0.2672413793103448
2022,OH,Ohio,Harrison,39067,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.1,13.4,17,14378,11389,0.23841059602649003
2022,OH,Ohio,Harrison,39067,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.6,8.7,10.6,14378,11389,0.1979166666666667
2022,OH,Ohio,Harrison,39067,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,28,23.8,32.6,14378,11389,0.31428571428571433
2022,OH,Ohio,Harrison,39067,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73.6,65.9,80.8,14378,11389,0.20244565217391294
2022,OH,Ohio,Harrison,39067,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,22,19.9,24.2,14378,11389,0.1954545454545455
2022,OH,Ohio,Harrison,39067,Health Outcomes,OBESITY,Obesity among adults,Obesity,41.4,33.9,49.1,14378,11389,0.36714975845410636
2022,OH,Ohio,Henry,39069,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.2,6.5,8.1,27512,21208,0.22222222222222215
2021,OH,Ohio,Henry,39069,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.1,28.1,36.1,27512,21208,0.24922118380062305
2022,OH,Ohio,Henry,39069,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.5,72.7,80.2,27512,21208,0.09803921568627451
2022,OH,Ohio,Henry,39069,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,20.1,17.9,22.7,27512,21208,0.23880597014925375
2022,OH,Ohio,Henry,39069,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.3,23.6,31.3,27512,21208,0.282051282051282
2022,OH,Ohio,Henry,39069,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.3,9.9,13,27512,21208,0.27433628318584063
2022,OH,Ohio,Henry,39069,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,12.6,11.2,14.1,27512,21208,0.2301587301587302
2022,OH,Ohio,Henry,39069,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,8.5,7.7,9.4,27512,21208,0.2
2022,OH,Ohio,Henry,39069,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,27.9,23.8,32.3,27512,21208,0.3046594982078852
2022,OH,Ohio,Henry,39069,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,77.8,70.8,84.2,27512,21208,0.17223650385604122
2022,OH,Ohio,Henry,39069,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21,19.1,23.1,27512,21208,0.19047619047619047
2022,OH,Ohio,Henry,39069,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.8,35.4,50.6,27512,21208,0.35514018691588795
2022,OH,Ohio,Highland,39071,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,12.1,10.9,13.3,43391,33171,0.19834710743801656
2021,OH,Ohio,Highland,39071,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,35.5,31.7,39.4,43391,33171,0.21690140845070421
2022,OH,Ohio,Highland,39071,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,74.7,71.4,77.7,43391,33171,0.08433734939759031
2022,OH,Ohio,Highland,39071,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,24.6,22.4,26.8,43391,33171,0.17886178861788626
2022,OH,Ohio,Highland,39071,Health Outcomes,DEPRESSION,Depression among adults,Depression,30.1,26.9,33.4,43391,33171,0.2159468438538206
2022,OH,Ohio,Highland,39071,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.4,11,13.8,43391,33171,0.22580645161290328
2022,OH,Ohio,Highland,39071,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,17.7,15.8,19.7,43391,33171,0.2203389830508474
2022,OH,Ohio,Highland,39071,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,11,10,12.1,43391,33171,0.1909090909090909
2022,OH,Ohio,Highland,39071,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,31.7,28.3,35.3,43391,33171,0.22082018927444785
2022,OH,Ohio,Highland,39071,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,75,68.9,80.4,43391,33171,0.15333333333333332
2022,OH,Ohio,Highland,39071,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23,21.2,24.8,43391,33171,0.15652173913043485
2022,OH,Ohio,Highland,39071,Health Outcomes,OBESITY,Obesity among adults,Obesity,43.1,37.9,48.3,43391,33171,0.2412993039443155
2022,OH,Ohio,Hocking,39073,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10.1,8.9,11.3,27858,21851,0.23762376237623767
2021,OH,Ohio,Hocking,39073,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,34,30.3,38,27858,21851,0.2264705882352941
2022,OH,Ohio,Hocking,39073,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.6,71.8,79.3,27858,21851,0.09920634920634921
2022,OH,Ohio,Hocking,39073,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,25,22.5,27.8,27858,21851,0.21200000000000002
2022,OH,Ohio,Hocking,39073,Health Outcomes,DEPRESSION,Depression among adults,Depression,28.3,24.7,32.2,27858,21851,0.2650176678445231
2022,OH,Ohio,Hocking,39073,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.8,11.2,14.5,27858,21851,0.25781250000000006
2022,OH,Ohio,Hocking,39073,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,14,12.5,15.6,27858,21851,0.2214285714285714
2022,OH,Ohio,Hocking,39073,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.1,8.2,10,27858,21851,0.19780219780219788
2022,OH,Ohio,Hocking,39073,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,31,27,35.3,27858,21851,0.2677419354838709
2022,OH,Ohio,Hocking,39073,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.6,62.5,77.7,27858,21851,0.21529745042492923
2022,OH,Ohio,Hocking,39073,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23.1,21.1,25.2,27858,21851,0.1774891774891774
2022,OH,Ohio,Hocking,39073,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.7,36.4,49.4,27858,21851,0.3044496487119438
2022,OH,Ohio,Holmes,39075,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,13,11.6,14.5,44390,31071,0.22307692307692312
2021,OH,Ohio,Holmes,39075,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,32.9,28.9,37.2,44390,31071,0.2522796352583588
2022,OH,Ohio,Holmes,39075,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,72.6,68.3,76.7,44390,31071,0.11570247933884306
2022,OH,Ohio,Holmes,39075,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,26.8,23.9,29.6,44390,31071,0.2126865671641792
2022,OH,Ohio,Holmes,39075,Health Outcomes,DEPRESSION,Depression among adults,Depression,29.4,25.4,33.6,44390,31071,0.27891156462585043
2022,OH,Ohio,Holmes,39075,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.3,10.7,14,44390,31071,0.2682926829268293
2022,OH,Ohio,Holmes,39075,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.6,13.9,17.4,44390,31071,0.22435897435897426
2022,OH,Ohio,Holmes,39075,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.9,9,10.9,44390,31071,0.19191919191919196
2022,OH,Ohio,Holmes,39075,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,32.7,28.1,37.6,44390,31071,0.290519877675841
2022,OH,Ohio,Holmes,39075,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,69.2,60.5,77.4,44390,31071,0.2442196531791908
2022,OH,Ohio,Holmes,39075,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,23.7,21.6,25.8,44390,31071,0.1772151898734177
2022,OH,Ohio,Holmes,39075,Health Outcomes,OBESITY,Obesity among adults,Obesity,42.7,34.8,50.6,44390,31071,0.37002341920374715
2022,OH,Ohio,Huron,39077,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,10,8.9,11.2,58218,44548,0.2299999999999999
2021,OH,Ohio,Huron,39077,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33,29.5,36.8,58218,44548,0.22121212121212114
2022,OH,Ohio,Huron,39077,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,77.1,73.1,80.4,58218,44548,0.09468223086900145
2022,OH,Ohio,Huron,39077,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,18.5,16.3,20.6,58218,44548,0.23243243243243247
2022,OH,Ohio,Huron,39077,Health Outcomes,DEPRESSION,Depression among adults,Depression,25.5,21.9,29,58218,44548,0.2784313725490197
2022,OH,Ohio,Huron,39077,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.7,10.1,13.2,58218,44548,0.26495726495726496
2022,OH,Ohio,Huron,39077,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,13.5,11.9,15.1,58218,44548,0.237037037037037
2022,OH,Ohio,Huron,39077,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.1,8.1,10,58218,44548,0.20879120879120883
2022,OH,Ohio,Huron,39077,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,23.4,19.9,26.9,58218,44548,0.29914529914529914
2022,OH,Ohio,Huron,39077,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,73.5,65.8,79.9,58218,44548,0.19183673469387766
2022,OH,Ohio,Huron,39077,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,19.1,17.3,20.9,58218,44548,0.18848167539267002
2022,OH,Ohio,Huron,39077,Health Outcomes,OBESITY,Obesity among adults,Obesity,41.9,35.2,48.3,58218,44548,0.3126491646778042
2022,OH,Ohio,Jackson,39079,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,7.9,6.9,8.9,32586,24880,0.2531645569620253
2021,OH,Ohio,Jackson,39079,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,34.8,31.2,38.5,32586,24880,0.20977011494252878
2022,OH,Ohio,Jackson,39079,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,76.9,73.2,80.4,32586,24880,0.09362808842652799
2022,OH,Ohio,Jackson,39079,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,21.9,19.6,24.3,32586,24880,0.2146118721461187
2022,OH,Ohio,Jackson,39079,Health Outcomes,DEPRESSION,Depression among adults,Depression,28.3,24.6,32.3,32586,24880,0.27208480565371007
2022,OH,Ohio,Jackson,39079,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,12.4,10.9,14.1,32586,24880,0.2580645161290322
2022,OH,Ohio,Jackson,39079,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.2,13.6,17,32586,24880,0.22368421052631582
2022,OH,Ohio,Jackson,39079,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,10.1,9.2,11.1,32586,24880,0.18811881188118815
2022,OH,Ohio,Jackson,39079,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,30.2,26.4,34.3,32586,24880,0.2615894039735099
2022,OH,Ohio,Jackson,39079,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,70.4,62.1,77.5,32586,24880,0.21874999999999997
2022,OH,Ohio,Jackson,39079,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,21.1,19.1,23.1,32586,24880,0.1895734597156398
2022,OH,Ohio,Jackson,39079,Health Outcomes,OBESITY,Obesity among adults,Obesity,43.7,37.4,50.4,32586,24880,0.2974828375286041
2022,OH,Ohio,Jefferson,39081,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.6,7.6,9.7,64330,51914,0.24418604651162787
2021,OH,Ohio,Jefferson,39081,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,33.2,29.7,36.7,64330,51914,0.210843373493976
2022,OH,Ohio,Jefferson,39081,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,78.7,75.3,81.7,64330,51914,0.08132147395171545
2022,OH,Ohio,Jefferson,39081,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,20.9,18.6,23.1,64330,51914,0.215311004784689
2022,OH,Ohio,Jefferson,39081,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.3,23.9,30.8,64330,51914,0.2527472527472528
2022,OH,Ohio,Jefferson,39081,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,11.1,9.8,12.6,64330,51914,0.2522522522522522
2022,OH,Ohio,Jefferson,39081,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,15.4,13.8,17.1,64330,51914,0.21428571428571433
2022,OH,Ohio,Jefferson,39081,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.7,8.8,10.7,64330,51914,0.19587628865979367
2022,OH,Ohio,Jefferson,39081,Health Risk Behaviors,LPA,No leisure-time physical activity among adults,Physical Inactivity,26.1,22.7,29.7,64330,51914,0.2681992337164751
2022,OH,Ohio,Jefferson,39081,Prevention,MAMMOUSE,Mammography use among women aged 50-74 years,Mammography,72,64.8,78.5,64330,51914,0.19027777777777782
2022,OH,Ohio,Jefferson,39081,Health Status,MHLTH,Frequent mental distress among adults,Frequent Mental Distress,20.8,19,22.7,64330,51914,0.17788461538461534
2022,OH,Ohio,Jefferson,39081,Health Outcomes,OBESITY,Obesity among adults,Obesity,40.1,34.7,45.5,64330,51914,0.2693266832917705
2022,OH,Ohio,Knox,39083,Prevention,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Health Insurance,8.4,7.5,9.5,63183,48910,0.23809523809523808
2021,OH,Ohio,Knox,39083,Health Outcomes,BPHIGH,High blood pressure among adults,High Blood Pressure,30.8,27.4,34.3,63183,48910,0.22402597402597396
2022,OH,Ohio,Knox,39083,Prevention,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Annual Checkup,75.5,72,79,63183,48910,0.09271523178807947
2022,OH,Ohio,Knox,39083,Health Risk Behaviors,CSMOKING,Current cigarette smoking among adults,Current Cigarette Smoking,18.5,16.5,20.7,63183,48910,0.22702702702702698
2022,OH,Ohio,Knox,39083,Health Outcomes,DEPRESSION,Depression among adults,Depression,27.6,24.3,31.4,63183,48910,0.2572463768115941
2022,OH,Ohio,Knox,39083,Health Outcomes,DIABETES,Diagnosed diabetes among adults,Diabetes,10.2,8.9,11.6,63183,48910,0.2647058823529411
2022,OH,Ohio,Knox,39083,Health-Related Social Needs,FOODINSECU,Food insecurity in the past 12 months among adults,Food Insecurity,13.1,11.6,14.6,63183,48910,0.22900763358778625
2022,OH,Ohio,Knox,39083,Health-Related Social Needs,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Transportation Barriers,9.2,8.3,10.1,63183,48910,0.19565217391304338
